run_id,timestamp,strategy,tickers,sharpe,max_drawdown,volatility
run_20260418_084437,2026-04-18T08:44:37.669829,regime,"AAPL,TSLA,SPY",0.973324819789244,-0.4070518273908063,0.2832910628524717
run_20260418_084601,2026-04-18T08:46:01.518947,regime,"AAPL,TSLA,SPY",0.973324845484422,-0.4070518042463062,0.2832909787485684
run_20260418_084653,2026-04-18T08:46:53.843261,regime,"AAPL,TSLA,SPY",0.9733251249264064,-0.4070518421241408,0.2832909805557027
run_20260418_085136,2026-04-18T08:51:36.705303,regime,"AAPL,TSLA,SPY",0.9785211537423408,-0.405840644105364,0.2833071983729526
